# LAMMPS data file written by Ovito Pro 3.0.0-dev682
250 atoms
2 atom types
0.0 14.2406 xlo xhi
0.0 14.2406 ylo yhi
0.0 14.2406 zlo zhi

Masses

1 55.845  # Fe
2 51.996  # Cr

Atoms  # atomic

1 1 0.0 0.0 0.0
2 1 1.42406 1.42406 1.42406
3 1 2.84812 0.0 0.0
4 1 4.27218 1.42406 1.42406
5 1 5.69624 0.0 0.0
6 1 7.1203 1.42406 1.42406
7 1 8.54436 0.0 0.0
8 1 9.96842 1.42406 1.42406
9 1 11.39248 0.0 0.0
10 1 12.81654 1.42406 1.42406
11 1 0.0 2.84812 0.0
12 1 1.42406 4.27218 1.42406
13 1 2.84812 2.84812 0.0
14 1 4.27218 4.27218 1.42406
15 1 5.69624 2.84812 0.0
16 1 7.1203 4.27218 1.42406
17 1 8.54436 2.84812 0.0
18 1 9.96842 4.27218 1.42406
19 1 11.39248 2.84812 0.0
20 1 12.81654 4.27218 1.42406
21 1 0.0 5.69624 0.0
22 1 1.42406 7.1203 1.42406
23 1 2.84812 5.69624 0.0
24 1 4.27218 7.1203 1.42406
25 1 5.69624 5.69624 0.0
26 1 7.1203 7.1203 1.42406
27 1 8.54436 5.69624 0.0
28 1 9.96842 7.1203 1.42406
29 1 11.39248 5.69624 0.0
30 1 12.81654 7.1203 1.42406
31 1 0.0 8.54436 0.0
32 1 1.42406 9.96842 1.42406
33 1 2.84812 8.54436 0.0
34 1 4.27218 9.96842 1.42406
35 1 5.69624 8.54436 0.0
36 1 7.1203 9.96842 1.42406
37 1 8.54436 8.54436 0.0
38 1 9.96842 9.96842 1.42406
39 1 11.39248 8.54436 0.0
40 1 12.81654 9.96842 1.42406
41 1 0.0 11.39248 0.0
42 1 1.42406 12.81654 1.42406
43 1 2.84812 11.39248 0.0
44 1 4.27218 12.81654 1.42406
45 1 5.69624 11.39248 0.0
46 1 7.1203 12.81654 1.42406
47 1 8.54436 11.39248 0.0
48 1 9.96842 12.81654 1.42406
49 1 11.39248 11.39248 0.0
50 1 12.81654 12.81654 1.42406
51 1 0.0 0.0 2.84812
52 1 1.42406 1.42406 4.27218
53 1 2.84812 0.0 2.84812
54 1 4.27218 1.42406 4.27218
55 1 5.69624 0.0 2.84812
56 1 7.1203 1.42406 4.27218
57 1 8.54436 0.0 2.84812
58 1 9.96842 1.42406 4.27218
59 1 11.39248 0.0 2.84812
60 1 12.81654 1.42406 4.27218
61 1 0.0 2.84812 2.84812
62 1 1.42406 4.27218 4.27218
63 1 2.84812 2.84812 2.84812
64 1 4.27218 4.27218 4.27218
65 1 5.69624 2.84812 2.84812
66 1 7.1203 4.27218 4.27218
67 1 8.54436 2.84812 2.84812
68 1 9.96842 4.27218 4.27218
69 1 11.39248 2.84812 2.84812
70 1 12.81654 4.27218 4.27218
71 1 0.0 5.69624 2.84812
72 1 1.42406 7.1203 4.27218
73 1 2.84812 5.69624 2.84812
74 1 4.27218 7.1203 4.27218
75 1 5.69624 5.69624 2.84812
76 1 7.1203 7.1203 4.27218
77 1 8.54436 5.69624 2.84812
78 1 9.96842 7.1203 4.27218
79 1 11.39248 5.69624 2.84812
80 1 12.81654 7.1203 4.27218
81 1 0.0 8.54436 2.84812
82 1 1.42406 9.96842 4.27218
83 1 2.84812 8.54436 2.84812
84 1 4.27218 9.96842 4.27218
85 1 5.69624 8.54436 2.84812
86 1 7.1203 9.96842 4.27218
87 1 8.54436 8.54436 2.84812
88 1 9.96842 9.96842 4.27218
89 1 11.39248 8.54436 2.84812
90 1 12.81654 9.96842 4.27218
91 1 0.0 11.39248 2.84812
92 1 1.42406 12.81654 4.27218
93 1 2.84812 11.39248 2.84812
94 1 4.27218 12.81654 4.27218
95 1 5.69624 11.39248 2.84812
96 1 7.1203 12.81654 4.27218
97 1 8.54436 11.39248 2.84812
98 1 9.96842 12.81654 4.27218
99 1 11.39248 11.39248 2.84812
100 1 12.81654 12.81654 4.27218
101 1 0.0 0.0 5.69624
102 1 1.42406 1.42406 7.1203
103 1 2.84812 0.0 5.69624
104 1 4.27218 1.42406 7.1203
105 1 5.69624 0.0 5.69624
106 1 7.1203 1.42406 7.1203
107 1 8.54436 0.0 5.69624
108 1 9.96842 1.42406 7.1203
109 1 11.39248 0.0 5.69624
