# Converted from POSCAR to lammps format

16000 atoms
1 atom types

0.000000   56.962318   xlo xhi
0.000000   56.962318   ylo yhi
0.000000   56.962318   zlo zhi

  0.000000    0.000000    0.000000   xy xz yz

Atoms

   1  1      0.000000 0.000000 0.000000
   2  1      0.000000 0.000000 2.848116
   3  1      0.000000 0.000000 5.696232
   4  1      0.000000 0.000000 8.544348
   5  1      0.000000 0.000000 11.392464
   6  1      0.000000 0.000000 14.240580
   7  1      0.000000 0.000000 17.088696
   8  1      0.000000 0.000000 19.936811
   9  1      0.000000 0.000000 22.784927
  10  1      0.000000 0.000000 25.633043
  11  1      0.000000 0.000000 28.481159
  12  1      0.000000 0.000000 31.329275
  13  1      0.000000 0.000000 34.177391
  14  1      0.000000 0.000000 37.025505
  15  1      0.000000 0.000000 39.873623
  16  1      0.000000 0.000000 42.721741
  17  1      0.000000 0.000000 45.569855
  18  1      0.000000 0.000000 48.417973
  19  1      0.000000 0.000000 51.266087
  20  1      0.000000 0.000000 54.114201
  21  1      0.000000 2.848116 0.000000
  22  1      0.000000 2.848116 2.848116
  23  1      0.000000 2.848116 5.696232
  24  1      0.000000 2.848116 8.544348
  25  1      0.000000 2.848116 11.392464
  26  1      0.000000 2.848116 14.240580
  27  1      0.000000 2.848116 17.088696
  28  1      0.000000 2.848116 19.936811
  29  1      0.000000 2.848116 22.784927
  30  1      0.000000 2.848116 25.633043
  31  1      0.000000 2.848116 28.481159
  32  1      0.000000 2.848116 31.329275
  33  1      0.000000 2.848116 34.177391
  34  1      0.000000 2.848116 37.025505
  35  1      0.000000 2.848116 39.873623
  36  1      0.000000 2.848116 42.721741
  37  1      0.000000 2.848116 45.569855
  38  1      0.000000 2.848116 48.417973
  39  1      0.000000 2.848116 51.266087
  40  1      0.000000 2.848116 54.114201
  41  1      0.000000 5.696232 0.000000
  42  1      0.000000 5.696232 2.848116
  43  1      0.000000 5.696232 5.696232
  44  1      0.000000 5.696232 8.544348
  45  1      0.000000 5.696232 11.392464
  46  1      0.000000 5.696232 14.240580
  47  1      0.000000 5.696232 17.088696
  48  1      0.000000 5.696232 19.936811
  49  1      0.000000 5.696232 22.784927
  50  1      0.000000 5.696232 25.633043
  51  1      0.000000 5.696232 28.481159
  52  1      0.000000 5.696232 31.329275
  53  1      0.000000 5.696232 34.177391
  54  1      0.000000 5.696232 37.025505
  55  1      0.000000 5.696232 39.873623
  56  1      0.000000 5.696232 42.721741
  57  1      0.000000 5.696232 45.569855
  58  1      0.000000 5.696232 48.417973
  59  1      0.000000 5.696232 51.266087
  60  1      0.000000 5.696232 54.114201
  61  1      0.000000 8.544348 0.000000
  62  1      0.000000 8.544348 2.848116
  63  1      0.000000 8.544348 5.696232
  64  1      0.000000 8.544348 8.544348
  65  1      0.000000 8.544348 11.392464
  66  1      0.000000 8.544348 14.240580
  67  1      0.000000 8.544348 17.088696
  68  1      0.000000 8.544348 19.936811
  69  1      0.000000 8.544348 22.784927
  70  1      0.000000 8.544348 25.633043
  71  1      0.000000 8.544348 28.481159
  72  1      0.000000 8.544348 31.329275
  73  1      0.000000 8.544348 34.177391
  74  1      0.000000 8.544348 37.025505
  75  1      0.000000 8.544348 39.873623
  76  1      0.000000 8.544348 42.721741
