# LAMMPS data file written by Ovito Pro 3.0.0-dev682
1756 atoms
3 atom types
0.0 27.8281 xlo xhi
0.0 20.1251 ylo yhi
0.0 35.2972 zlo zhi

Masses

1 0.0  # Cr
2 0.0  # Fe
3 0.0  # O

Atoms  # charge

1 1 0.0 4.429676958 2.5156375 15.84491308
2 1 0.0 2.527348042 0.0 14.3924333
3 1 0.0 0.208432469 2.5156375 15.84491308
4 1 0.0 2.110761385 0.0 17.29739286
5 1 0.0 9.067786385 0.0 17.29739286
6 1 0.0 7.165457469 2.5156375 15.84491308
7 1 0.0 4.846263615 0.0 17.29739286
8 1 0.0 6.748592531 0.0 14.3924333
9 1 0.0 13.705617531 0.0 14.3924333
10 1 0.0 11.803288615 0.0 17.29739286
11 1 0.0 9.484373042 0.0 14.3924333
12 1 0.0 11.386701958 2.5156375 15.84491308
13 3 0.0 3.4785125 19.362559961 15.976571636
14 3 0.0 1.159596927 18.600019922 14.3924333
15 3 0.0 1.159596927 0.762540039 15.713254524
16 3 0.0 1.159596927 0.762540039 13.071612076
17 3 0.0 3.4785125 1.525080078 17.29739286
18 3 0.0 3.4785125 1.753097461 14.260774744
19 3 0.0 8.116621927 19.362559961 13.071612076
20 3 0.0 5.797428073 0.990557422 15.84491308
21 3 0.0 5.797428073 3.278177539 17.165734304
22 3 0.0 5.797428073 3.278177539 14.524091856
23 3 0.0 8.116621927 1.525080078 14.3924333
24 3 0.0 8.116621927 19.362559961 15.713254524
25 3 0.0 12.754453073 1.753097461 14.524091856
26 3 0.0 10.4355375 3.506194922 17.29739286
27 3 0.0 10.4355375 18.372002539 14.260774744
28 3 0.0 10.4355375 0.762540039 15.976571636
29 3 0.0 12.754453073 4.040717578 15.84491308
30 3 0.0 12.754453073 1.753097461 17.165734304
31 1 0.0 4.429676958 0.0 11.48747374
32 1 0.0 2.527348042 17.6094625 10.035346932
33 1 0.0 0.208432469 0.0 11.48747374
34 1 0.0 2.110761385 17.6094625 12.93995352
35 1 0.0 9.067786385 17.6094625 12.93995352
36 1 0.0 7.165457469 0.0 11.48747374
37 1 0.0 4.846263615 17.6094625 12.93995352
38 1 0.0 6.748592531 17.6094625 10.035346932
39 1 0.0 13.705617531 17.6094625 10.035346932
40 1 0.0 11.803288615 17.6094625 12.93995352
41 1 0.0 9.484373042 17.6094625 10.035346932
42 1 0.0 11.386701958 0.0 11.48747374
43 3 0.0 3.4785125 16.846922461 11.619132296
44 3 0.0 1.159596927 16.084382422 10.035346932
45 3 0.0 1.159596927 18.372002539 11.355815184
46 3 0.0 1.159596927 18.372002539 8.714525708
47 3 0.0 3.4785125 19.134542578 12.93995352
48 3 0.0 3.4785125 19.362559961 9.903688376
49 3 0.0 8.116621927 16.846922461 8.714525708
50 3 0.0 5.797428073 18.600019922 11.48747374
51 3 0.0 5.797428073 0.762540039 12.808294964
52 3 0.0 5.797428073 0.762540039 10.166652516
53 3 0.0 8.116621927 19.134542578 10.035346932
54 3 0.0 8.116621927 16.846922461 11.355815184
55 3 0.0 12.754453073 19.362559961 10.166652516
56 3 0.0 10.4355375 0.990557422 12.93995352
57 3 0.0 10.4355375 15.856365039 9.903688376
58 3 0.0 10.4355375 18.372002539 11.619132296
59 3 0.0 12.754453073 1.525080078 11.48747374
60 3 0.0 12.754453073 19.362559961 12.808294964
61 1 0.0 4.429676958 17.6094625 7.130387372
62 1 0.0 2.527348042 15.093825 5.677907592
