# LAMMPS data file written by Ovito Pro 3.0.0-dev682
20000 atoms
2 atom types
0.0 28.4812 xlo xhi
0.0 28.4812 ylo yhi
0.0 284.8116 zlo zhi

Masses

1 55.845  # Fe
2 51.996  # Cr

Atoms  # atomic

188	2	9.96842	27.05714	1.424058
86	2	7.1203	12.81654	1.424058
15591	2	14.2406	25.63308	219.304932
6171	2	14.2406	22.78496	85.44348
10244	2	4.27218	7.1203	146.677974
9664	2	4.27218	9.96842	138.133626
8940	2	27.05714	18.51278	126.741162
13676	2	21.3609	9.96842	195.095946
17326	2	7.1203	18.51278	246.362034
6875	2	19.93684	8.54436	96.835944
8641	2	0	5.69624	122.468988
18204	2	4.27218	1.42406	260.602614
7165	2	5.69624	22.78496	99.68406
3996	2	21.3609	27.05714	55.538262
12592	2	15.66466	27.05714	178.00725
3231	2	14.2406	2.84812	45.569856
19363	2	2.84812	22.78496	273.419136
4905	2	5.69624	14.2406	68.354784
5699	2	25.63308	11.39248	79.747248
15046	2	7.1203	7.1203	215.032758
2765	2	5.69624	22.78496	37.025508
14949	2	11.39248	19.93684	210.760584
3958	2	24.20902	21.3609	55.538262
17640	2	27.05714	4.27218	252.058266
13274	2	18.51278	9.96842	189.399714
9667	2	8.54436	8.54436	136.709568
18539	2	25.63308	17.08872	262.026672
8843	2	2.84812	5.69624	125.317104
19220	2	27.05714	1.42406	274.843194
13727	2	8.54436	17.08872	193.671888
7698	2	24.20902	12.81654	109.652466
8761	2	0	22.78496	122.468988
6879	2	25.63308	8.54436	96.835944
16615	2	19.93684	0	236.393628
3907	2	8.54436	14.2406	54.114204
9655	2	19.93684	5.69624	136.709568
16305	2	5.69624	14.2406	230.697396
13333	2	17.08872	17.08872	187.975656
16908	2	9.96842	15.66466	240.665802
1381	2	0	25.63308	17.088696
19384	2	4.27218	27.05714	274.843194
18801	2	0	0	267.722904
12700	2	27.05714	12.81654	180.855366
777	2	22.78496	22.78496	8.544348
3004	2	4.27218	1.42406	44.145798
8448	2	9.96842	7.1203	121.04493
19578	2	24.20902	24.20902	277.69131
13416	2	21.3609	1.42406	192.24783
3687	2	8.54436	11.39248	51.266088
12059	2	25.63308	5.69624	170.88696
1117	2	22.78496	14.2406	14.24058
16492	2	15.66466	12.81654	234.96957
6312	2	15.66466	15.66466	89.715654
5813	2	17.08872	0	82.595364
9895	2	19.93684	11.39248	139.557684
10108	2	9.96842	15.66466	143.829858
1389	2	11.39248	25.63308	17.088696
861	2	0	8.54436	11.392464
11395	2	19.93684	25.63308	159.494496
10424	2	4.27218	4.27218	149.52609
4270	2	12.81654	9.96842	61.234494
2638	2	24.20902	4.27218	38.449566
12654	2	18.51278	7.1203	180.855366
15732	2	15.66466	18.51278	223.577106
3189	2	11.39248	25.63308	42.72174
14863	2	2.84812	8.54436	210.760584
6215	2	19.93684	0	88.291596
16875	2	19.93684	8.54436	239.241744
19593	2	17.08872	25.63308	276.267252
7645	2	5.69624	5.69624	108.228408
16012	2	15.66466	1.42406	229.273338
10233	2	17.08872	2.84812	145.253916
11710	2	12.81654	15.66466	166.614786
10392	2	15.66466	27.05714	146.677974
12024	2	4.27218	4.27218	172.311018
18354	2	18.51278	21.3609	260.602614
2890	2	12.81654	12.81654	41.297682
1702	2	1.42406	15.66466	24.208986
9806	2	7.1203	1.42406	140.981742
12430	2	12.81654	4.27218	178.00725
3158	2	24.20902	21.3609	44.145798
7892	2	15.66466	12.81654	112.500582
15717	2	22.78496	14.2406	222.153048
13558	2	24.20902	21.3609	192.24783
11856	2	21.3609	7.1203	169.462902
813	2	17.08872	0	11.392464
9371	2	14.2406	22.78496	131.013336
7576	2	21.3609	24.20902	106.80435
10564	2	4.27218	24.20902	149.52609
2748	2	9.96842	21.3609	38.449566
3577	2	22.78496	22.78496	48.417972
14599	2	25.63308	25.63308	205.064352
18532	2	15.66466	18.51278	263.45073
17709	2	11.39248	14.2406	250.634208
5549	2	11.39248	19.93684	76.899132
11274	2	18.51278	9.96842	160.918554
9962	2	1.42406	24.20902	140.981742
18560	2	27.05714	21.3609	263.45073
6117	2	22.78496	14.2406	85.44348
15457	2	22.78496	5.69624	219.304932
3356	2	21.3609	21.3609	46.993914
14052	2	15.66466	7.1203	200.792178
7809	2	11.39248	0	111.076524
9093	2	17.08872	11.39248	128.16522
15906	2	7.1203	15.66466	226.425222
11651	2	14.2406	5.69624	165.190728
19149	2	11.39248	19.93684	270.57102
15324	2	4.27218	18.51278	217.880874
14798	2	24.20902	27.05714	209.336526
17924	2	4.27218	18.51278	254.906382
4102	2	1.42406	15.66466	58.386378
10560	2	27.05714	21.3609	149.52609
4931	2	14.2406	17.08872	68.354784
8493	2	17.08872	11.39248	119.620872
18620	2	27.05714	1.42406	266.298846
16181	2	0	25.63308	227.84928
8722	2	1.42406	18.51278	123.893046
467	2	8.54436	8.54436	5.696232
8423	2	2.84812	2.84812	119.620872
7206	2	7.1203	1.42406	103.956234
15935	2	19.93684	17.08872	225.001164
17444	2	4.27218	7.1203	249.21015
16715	2	19.93684	14.2406	236.393628
6810	2	12.81654	1.42406	98.260002
1738	2	24.20902	18.51278	24.208986
3738	2	24.20902	18.51278	52.690146
18042	2	1.42406	7.1203	257.754498
18789	2	11.39248	25.63308	264.874788
19150	2	12.81654	21.3609	271.995078
17717	2	22.78496	14.2406	250.634208
11221	2	0	2.84812	159.494496
1028	2	9.96842	4.27218	15.664638
18576	2	21.3609	24.20902	263.45073
1977	2	22.78496	22.78496	25.633044
16953	2	17.08872	19.93684	239.241744
16982	2	1.42406	27.05714	240.665802
1498	2	24.20902	12.81654	21.36087
5103	2	2.84812	14.2406	71.2029
10800	2	27.05714	27.05714	152.374206
19463	2	2.84812	8.54436	276.267252
14269	2	11.39248	8.54436	202.216236
10065	2	5.69624	8.54436	142.4058
2747	2	8.54436	19.93684	37.025508
16049	2	11.39248	5.69624	227.84928
11914	2	18.51278	15.66466	169.462902
15421	2	0	2.84812	219.304932
13242	2	1.42406	7.1203	189.399714
7794	2	18.51278	27.05714	109.652466
18901	2	0	14.2406	267.722904
18029	2	11.39248	2.84812	256.33044
1480	2	27.05714	9.96842	21.36087
17654	2	18.51278	7.1203	252.058266
11039	2	25.63308	2.84812	156.64638
2964	2	4.27218	24.20902	41.297682
7526	2	7.1203	18.51278	106.80435
4835	2	19.93684	2.84812	68.354784
13601	2	0	0	193.671888
4072	2	15.66466	9.96842	58.386378
7007	2	8.54436	0	99.68406
17276	2	21.3609	9.96842	246.362034
8781	2	0	25.63308	122.468988
1540	2	27.05714	18.51278	21.36087
19529	2	11.39248	17.08872	276.267252
17624	2	4.27218	4.27218	252.058266
4949	2	11.39248	19.93684	68.354784
18163	2	2.84812	22.78496	256.33044
17895	2	19.93684	11.39248	253.482324
11101	2	0	14.2406	156.64638
11780	2	27.05714	24.20902	166.614786
5104	2	4.27218	15.66466	72.626958
15258	2	24.20902	7.1203	217.880874
12890	2	12.81654	12.81654	183.703482
8793	2	17.08872	25.63308	122.468988
7226	2	7.1203	4.27218	103.956234
1796	2	21.3609	27.05714	24.208986
13290	2	12.81654	12.81654	189.399714
11366	2	7.1203	24.20902	160.918554
